,date,admin1,admin2,market,latitude,longitude,category,commodity,unit,price,usdprice
1298,2016-05-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857425,35.35102844238281,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1299,2016-05-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857425,35.35102844238281,non-food,Fuel (kerosene),L,0.36,0.514
1300,2016-05-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857425,35.35102844238281,non-food,Fuel (petrol-gasoline),L,0.54,0.7534
1301,2016-05-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1302,2016-05-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,non-food,Fuel (kerosene),L,0.36,0.514
1303,2016-05-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,non-food,Fuel (petrol-gasoline),L,0.54,0.7534
1304,2016-05-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1305,2016-05-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,non-food,Fuel (kerosene),L,0.36,0.514
1306,2016-05-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,non-food,Fuel (petrol-gasoline),L,0.54,0.7534
1307,2016-05-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1308,2016-05-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,non-food,Fuel (kerosene),L,0.36,0.514
1309,2016-05-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,non-food,Fuel (petrol-gasoline),L,0.54,0.7534
1310,2016-05-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1311,2016-05-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,non-food,Fuel (kerosene),L,0.36,0.514
1312,2016-05-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,non-food,Fuel (petrol-gasoline),L,0.54,0.7534
1313,2016-05-15,Amman,Al_Qwaismeh District,Amman,31.91332054138184,35.96791076660156,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1314,2016-05-15,Amman,Al_Qwaismeh District,Amman,31.91332054138184,35.96791076660156,non-food,Fuel (kerosene),L,0.36,0.514
1315,2016-05-15,Amman,Al_Qwaismeh District,Amman,31.91332054138184,35.96791076660156,non-food,Fuel (petrol-gasoline),L,0.54,0.7534
1316,2016-05-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1317,2016-05-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,non-food,Fuel (kerosene),L,0.36,0.514
1318,2016-05-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,non-food,Fuel (petrol-gasoline),L,0.54,0.7534
1319,2016-05-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1320,2016-05-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,non-food,Fuel (kerosene),L,0.36,0.514
1321,2016-05-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,non-food,Fuel (petrol-gasoline),L,0.54,0.7534
1322,2016-05-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,non-food,Fuel (gas),12.5 KG,7.0,9.8578
1323,2016-05-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,non-food,Fuel (kerosene),L,0.36,0.514
1324,2016-05-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,non-food,Fuel (petrol-gasoline),L,0.54,0.7534
1325,2016-05-15,Madaba,Qasabet Madaba District,Madaba,31.71928977966309,35.793209075927734,non-food,Fuel (gas),12.5 KG,7.0,9.8578
